iter	MAE
280	0.06747451637
281	0.06746985955
282	0.06746849757
283	0.06746677083
284	0.06746476971
285	0.06746187334
286	0.06745928099
287	0.06745841954
288	0.06745783175
289	0.06745529934
290	0.06745351016
291	0.06745286946
292	0.06745118591
293	0.06744713543
294	0.0674456972
295	0.06744490382
296	0.06744194044
297	0.0674392972
298	0.06743823518
299	0.06743598359
300	0.06743547408
301	0.06743382411
302	0.06743253085
303	0.06742828967
304	0.06742700663
305	0.06742664113
306	0.06742558384
307	0.06742317383
308	0.06742115846
309	0.06741852812
310	0.06741737117
311	0.06741593864
312	0.06741443651
313	0.06741101095
314	0.06740850939
315	0.06740646935
316	0.06740334634
317	0.06740173246
318	0.06739849113
319	0.06739788171
320	0.067396727
321	0.06739387066
322	0.06739286501
323	0.06739161437
324	0.06739005758
325	0.06738841304
326	0.06738732484
327	0.06738541394
328	0.06738183363
329	0.06737844637
330	0.0673771455
331	0.06737402327
332	0.06737046825
333	0.06736958307
334	0.06736849473
335	0.06736525064
336	0.06736521488
337	0.06736199707
338	0.06736043086
339	0.06735794423
340	0.06735741515
341	0.06735576773
342	0.06735219711
343	0.06735078124
344	0.06734813801
345	0.06734561608
346	0.06734320814
347	0.06734153428
348	0.06734031276
349	0.06733900172
350	0.06733697544
351	0.06733596587
352	0.06733447091
353	0.06733447067
354	0.06733209808
355	0.06732967199
356	0.06732749775
357	0.06732719277
358	0.06732607777
359	0.06732285092
360	0.06731959755
361	0.06731782841
362	0.06731463922
363	0.06731125115
364	0.06730932645
365	0.0673084968
366	0.06730825749
367	0.06730632121
368	0.06730420099
369	0.0672994866
370	0.06729716505
371	0.06729332914
372	0.06729193507
373	0.06729056735
374	0.06728816002
375	0.06728529925
376	0.06728230979
377	0.06728186972
378	0.06727873933
379	0.06727749862
380	0.06727592437
381	0.0672731331
382	0.06727224931
383	0.0672702953
384	0.06726830022
385	0.06726724196
386	0.06726486634
387	0.06726352051
388	0.06726059702
389	0.06725985589
390	0.06725768622
391	0.06725587569
392	0.06725358833
393	0.06724886295
394	0.06724723493
395	0.06724575967
396	0.06724460793
397	0.06724179901
398	0.06724006654
399	0.06723654506
400	0.06723288548
401	0.06722720429
402	0.06722519514
403	0.06722328661
404	0.0672195959
405	0.067217888
406	0.06721473761
407	0.06721055693
408	0.06720661186
409	0.06720371944
410	0.0672019384
411	0.06719796837
412	0.06719369339
413	0.06719152718
414	0.06718851751
415	0.06718530092
416	0.06718187014
417	0.06717943984
418	0.0671769828
419	0.06717518992
420	0.06717329121
421	0.06717265487
422	0.06716942656
423	0.06716663775
424	0.06716380353
425	0.0671592713
426	0.06715697065
427	0.06715275013
428	0.06715070661
429	0.06714775316
430	0.06714653187
431	0.06714605224
432	0.06714201285
433	0.06713869853
434	0.06713516574
435	0.06713241281
436	0.06713135805
437	0.06712687332
438	0.06712363595
439	0.06712172291
440	0.0671188728
441	0.06711370228
442	0.06711205866
443	0.0671098408
444	0.06710854261
445	0.06710679828
446	0.06710617873
447	0.06710352045
448	0.06709913389
449	0.06709739956
450	0.0670945672
451	0.06709043432
452	0.06708769742
453	0.06708364945
454	0.06708072013
455	0.0670766852
456	0.06707210182
457	0.06706958172
458	0.06706820269
459	0.06706447264
460	0.06706192012
461	0.06705947766
462	0.06705663948
463	0.06705433874
464	0.06705301925
465	0.06705000304
466	0.0670478766
467	0.0670449329
468	0.06704256436
469	0.06703945347
470	0.06703581501
471	0.06703404922
472	0.06703190754
473	0.06702888332
474	0.0670264608
475	0.06702412706
476	0.06702047914
477	0.06701572877
478	0.06701331471
479	0.06701123469
480	0.06700951319
481	0.06700723527
482	0.06700617964
483	0.06700183074
484	0.06699946643
485	0.06699780467
486	0.06699351324
487	0.06698986844
488	0.06698779205
489	0.06698628851
490	0.06698375751
491	0.06698207284
492	0.06698054594
493	0.06697940685
494	0.0669777376
495	0.06697470963
496	0.06697248575
497	0.06696992138
498	0.06696816049
499	0.06696721121
500	0.06696584852
501	0.06696348639
502	0.06695928487
503	0.06695714541
504	0.06695472364
505	0.06695312519
506	0.06695078281
507	0.06694850864
508	0.06694689222
509	0.06694301464
510	0.06694051599
511	0.06693842379
512	0.06693720029
513	0.06693447967
514	0.06693040715
515	0.06692851182
516	0.06692651219
517	0.06692488652
518	0.06692230384
519	0.06691993542
520	0.06691710913
521	0.06691475975
522	0.06691254308
523	0.06691013354
524	0.06690759191
525	0.06690510566
526	0.06690096867
527	0.06689902259
528	0.06689705098
529	0.06689497651
530	0.06689073905
531	0.0668889092
532	0.06688527915
533	0.06688258967
534	0.06688135839
535	0.0668791456
536	0.06687619846
537	0.06687398605
538	0.06687184685
539	0.06687141919
540	0.06687053442
541	0.06686653617
542	0.06686410382
543	0.0668621686
544	0.06686118685
545	0.06685914111
546	0.06685671322
547	0.06685546948
548	0.06685222124
549	0.06684972896
550	0.06684815566
551	0.06684689137
552	0.06684353771
553	0.06683910921
554	0.06683688648
555	0.06683323464
556	0.06683064726
557	0.06682681952
558	0.06682521593
559	0.06682220803
560	0.0668203301
561	0.06681638267
562	0.06681336684
563	0.06681014642
564	0.06680581641
565	0.06680263837
566	0.06679828124
567	0.06679630128
568	0.06679290176
569	0.06678974598
570	0.06678675442
571	0.06678398028
572	0.06678283277
573	0.06678029059
574	0.0667789917
575	0.0667769367
576	0.06677416877
577	0.06677120771
578	0.06676703879
579	0.06676461373
580	0.06676104253
581	0.0667584201
582	0.06675366453
583	0.06675124247
584	0.06674797713
585	0.06674509192
586	0.0667417359
587	0.06674086497
588	0.06673793116
589	0.06673516244
590	0.06673297029
591	0.06672904503
592	0.06672651657
593	0.06672367719
594	0.06672145975
595	0.06672005048
596	0.06671815953
597	0.06671572106
598	0.06671293842
599	0.06671060978
600	0.06670819167
601	0.06670714642
602	0.06670379147
603	0.06670140871
604	0.06669851226
605	0.06669553448
606	0.06669453869
607	0.06669329117
608	0.06669116566
609	0.06668858761
610	0.06668407505
611	0.06668187694
612	0.06667893794
613	0.06667621741
614	0.06667302855
615	0.06667204909
616	0.06666828882
617	0.06666575825
618	0.06666279599
619	0.06665689135
620	0.06665196423
621	0.06664988076
622	0.06664673325
623	0.06664522897
624	0.06664268113
625	0.06663950714
626	0.06663758551
627	0.06663637203
628	0.06663545668
629	0.06663309813
